country,year,ide_in,ide_out,ln_gdp_pc,gdp_per_cap,inflation,inflation_cpi,trade_openness,dev_fin,broad_money,current_account,external_debt,reserves,ln_xrate,exchange_rate,real_int_rate,lending_rate,governance,gov_effectiveness,rule_of_law,political_stability,control_corruption,reg_quality,voice_accountability,electricity_access,internet_users,population
Algeria,2000,0.5112,0.0250,7.4804,1772.9287,22.6780,0.3392,62.8583,5.9656,37.8297,19.7858,48.8891,22.7894,4.3209,75.2598,-10.3344,10.0000,-1.0828,-1.0107,-1.2458,-1.4326,-0.9873,-0.7102,-1.1101,98.6000,0.4917,30903893.0000
Algeria,2001,1.8735,0.0157,7.5477,1896.3002,8.0144,4.2260,54.5296,7.3845,52.3818,19.7858,39.3442,22.7894,4.3466,77.2150,1.3754,9.5000,-0.9942,-0.8125,-0.9413,-1.5336,-0.9580,-0.6426,-1.0774,98.6000,0.6461,31331221.0000
Algeria,2002,1.7312,0.1602,7.5691,1937.4641,1.3729,1.4183,56.5896,11.2566,57.8751,19.7858,38.8345,22.7894,4.3780,79.6819,7.1128,8.5833,-0.9056,-0.6142,-0.6367,-1.6346,-0.9288,-0.5750,-1.0447,98.6000,1.5916,31750835.0000
Algeria,2003,0.8680,0.0385,7.7336,2283.7730,8.9425,4.2690,57.7691,10.3643,58.0160,19.7858,33.4657,22.7894,4.3489,77.3950,-0.7504,8.1250,-0.8847,-0.6743,-0.6054,-1.7544,-0.7152,-0.4819,-1.0767,98.6000,2.1954,32175818.0000
Algeria,2004,0.9626,0.2670,7.9434,2816.9938,11.4465,3.9618,61.3580,10.2103,55.0219,19.7858,25.3576,22.7894,4.2775,72.0606,-3.0925,8.0000,-0.7463,-0.5592,-0.6163,-1.3592,-0.6993,-0.4418,-0.8021,98.6000,4.6345,32628286.0000
Algeria,2005,1.0799,0.0514,8.0812,3233.1334,12.3616,1.3824,66.8405,11.5003,51.8926,19.7858,16.6719,22.7894,4.2942,73.2763,-3.8817,8.0000,-0.6095,-0.4462,-0.7736,-0.9137,-0.4664,-0.3415,-0.7157,98.6000,5.8439,33109249.0000
Algeria,2006,1.4957,0.0642,8.2054,3660.6610,10.7812,2.3115,65.9153,11.5208,54.4650,23.4985,4.9716,30.1630,4.2856,72.6466,-2.5105,8.0000,-0.7203,-0.4382,-0.7752,-1.1264,-0.5650,-0.5005,-0.9169,98.7000,7.3760,33623506.0000
Algeria,2007,1.1838,0.1032,8.3351,4167.4517,7.0955,3.6790,67.5455,12.3058,60.7174,21.3033,4.3552,35.3950,4.2383,69.2924,0.8446,8.0000,-0.7631,-0.5373,-0.7919,-1.1506,-0.5923,-0.5226,-0.9841,98.7000,9.4512,34189416.0000
Algeria,2008,1.4628,0.1762,8.5527,5180.9188,15.1179,4.8586,71.0285,12.1302,59.7094,18.8234,3.4835,32.0738,4.1679,64.5828,-6.1831,8.0000,-0.7841,-0.6032,-0.7678,-1.0958,-0.6334,-0.6247,-0.9797,99.3000,10.1800,34816961.0000
Algeria,2009,1.3932,0.1574,8.5330,5086.4271,13.3352,5.0510,68.3700,13.1455,60.9755,14.6584,3.4283,30.8870,4.2512,70.1903,-4.5249,8.0000,-0.7956,-0.5859,-0.7864,-1.0963,-0.6385,-0.7018,-0.9649,99.3125,14.2757,35571181.0000
Algeria,2010,1.3237,0.1386,8.5133,4991.9354,11.5526,5.2434,65.7116,14.1608,62.2416,10.4935,3.3731,29.7002,4.3281,75.7979,-2.8667,8.0000,-0.8072,-0.5686,-0.8050,-1.0968,-0.6435,-0.7789,-0.9502,99.3250,18.3714,36325401.0000
Algeria,2011,1.2541,0.1198,8.4936,4897.4437,9.7699,5.4358,63.0532,15.1760,63.5077,6.3285,3.3179,28.5134,4.3994,81.4054,-1.2085,8.0000,-0.8187,-0.5513,-0.8236,-1.0973,-0.6485,-0.8560,-0.9354,99.3375,22.4671,37079621.0000
Algeria,2012,1.1845,0.1010,8.4739,4802.9521,7.9873,5.6281,60.3947,16.1913,64.7738,2.1635,3.2627,27.3265,4.4661,87.0129,0.4498,8.0000,-0.8302,-0.5339,-0.8422,-1.0978,-0.6536,-0.9331,-0.9207,99.3500,26.5628,37833841.0000
Algeria,2013,1.1150,0.0822,8.4542,4708.4604,6.2046,5.8205,57.7363,17.2066,66.0398,-2.0014,3.2075,26.1397,4.5285,92.6205,2.1080,8.0000,-0.8417,-0.5166,-0.8608,-1.0983,-0.6586,-1.0102,-0.9059,99.3625,30.6584,38588061.0000
Algeria,2014,1.0454,0.0634,8.4345,4613.9687,4.4220,6.0129,55.0778,18.2219,67.3059,-6.1664,3.1523,24.9529,4.5873,98.2280,3.7662,8.0000,-0.8533,-0.4993,-0.8794,-1.0988,-0.6636,-1.0873,-0.8911,99.3750,34.7541,39342281.0000
Algeria,2015,0.9759,0.0446,8.4147,4519.4770,2.6393,6.2053,52.4194,19.2372,68.5720,-10.3313,3.0971,23.7661,4.6428,103.8355,5.4244,8.0000,-0.8648,-0.4820,-0.8980,-1.0993,-0.6687,-1.1643,-0.8764,99.3875,38.8498,40096501.0000
Algeria,2016,0.9063,0.0257,8.3950,4424.9853,0.8567,6.3977,49.7609,20.2525,69.8381,-14.4963,3.0419,22.5793,4.6954,109.4431,7.0826,8.0000,-0.8763,-0.4647,-0.9167,-1.0997,-0.6737,-1.2414,-0.8616,99.4000,42.9455,40850721.0000
Algeria,2017,0.6479,-0.0045,8.4239,4554.6675,4.9380,5.5911,49.8208,21.8604,71.0634,-11.6218,3.0407,19.3716,4.7093,110.9730,2.9179,8.0000,-0.8605,-0.5370,-0.9250,-0.9196,-0.5989,-1.2795,-0.9031,99.5000,47.6911,41689299.0000
Algeria,2018,0.7536,0.4349,8.4288,4577.2103,6.1647,4.2700,52.4362,22.3871,73.3417,-8.6894,2.9994,15.9269,4.7587,116.5938,1.7287,8.0000,-0.8564,-0.4885,-0.8070,-0.8421,-0.6589,-1.3469,-0.9953,99.6000,49.0385,42505035.0000
Algeria,2019,0.7139,0.0161,8.4048,4468.4534,0.8830,1.9518,46.5068,22.9129,71.5055,-8.7637,2.8976,14.4666,4.7821,119.3536,7.0547,8.0000,-0.9305,-0.5679,-0.8610,-1.0559,-0.6562,-1.3883,-1.0535,99.5000,55.7907,43294546.0000
Algeria,2020,0.6938,0.0089,8.2278,3743.5420,-4.7114,2.4151,40.3898,26.1172,84.8718,-11.0309,3.1935,15.4415,4.8424,126.7768,13.3399,8.0000,-0.8884,-0.5736,-0.7980,-0.8478,-0.6668,-1.3553,-1.0885,99.7000,63.4727,44042091.0000
Algeria,2021,0.4667,-0.0272,8.3334,4160.5593,15.9326,7.2261,46.8371,22.6600,79.8260,-2.4233,4.0412,13.7666,4.9057,135.0641,-6.8424,8.0000,-0.8850,-0.6527,-0.8330,-0.9925,-0.6360,-1.1820,-1.0138,99.8000,72.2124,44761099.0000
Algeria,2022,0.1072,0.0375,8.5092,4960.3033,22.9203,9.2655,51.1901,18.2398,71.6650,8.6230,3.2350,16.3365,4.9558,141.9950,-12.1382,8.0000,-0.7852,-0.5135,-0.8333,-0.6507,-0.6380,-1.0636,-1.0119,100.0000,74.8319,45477389.0000
Cameroon,2000,1.5114,0.0966,6.5632,708.5657,1.5316,1.2272,47.9279,7.2483,13.4011,-2.0669,105.9131,0.8729,6.5656,710.2080,,,-0.9643,-0.8233,-1.1927,-0.5640,-1.3253,-0.8202,-1.0604,41.0000,0.2521,14912631.0000
Cameroon,2001,-0.1065,-0.4544,6.5729,715.4703,2.4694,4.4198,51.5723,7.8407,12.7085,-3.1739,95.0454,1.2341,6.5963,732.3977,,,-0.9975,-0.8672,-1.2291,-0.6206,-1.2672,-0.9222,-1.0787,46.2000,0.2771,15309490.0000
Cameroon,2002,4.0690,-1.0680,6.6716,789.6238,2.7745,2.8344,48.4817,8.0633,14.3415,-3.5379,87.6049,2.1733,6.5421,693.7132,,,-1.0307,-0.9112,-1.2654,-0.6773,-1.2091,-1.0241,-1.0970,44.0000,0.3609,15725528.0000
Cameroon,2003,2.0969,0.0399,6.8959,988.2413,1.9529,0.6232,40.2432,8.2385,13.5991,-3.7437,73.8700,1.9743,6.3629,579.8974,,,-0.9083,-0.8429,-1.1633,-0.4295,-0.9813,-0.9728,-1.0600,45.1000,0.5876,16160340.0000
Cameroon,2004,0.3611,-0.0464,7.0330,1133.3933,0.1395,0.2336,41.8377,7.7954,13.6312,-2.2107,58.9258,2.2359,6.2678,527.3380,,,-0.8605,-0.8103,-1.1732,-0.3594,-1.1254,-0.7206,-0.9742,47.1000,0.9761,16610487.0000
Cameroon,2005,1.2486,-0.0701,7.0411,1142.6247,1.3571,2.0135,44.9977,8.4029,13.8994,-2.5401,40.4822,2.3090,6.2677,527.2584,,,-0.9083,-0.9311,-1.1904,-0.1820,-1.1994,-0.9128,-1.0341,47.2000,1.4026,17074594.0000
Cameroon,2006,0.2827,-0.0254,7.0829,1191.4546,2.2997,5.1176,47.1044,8.1235,14.1521,0.9255,16.5482,4.1354,6.2585,522.4256,,,-0.8896,-0.9720,-1.1630,-0.2447,-1.0915,-0.8422,-1.0239,49.0000,2.0287,17550407.0000
Cameroon,2007,0.7923,-0.0322,7.1897,1325.6725,0.4907,0.9214,53.2157,8.2851,15.5063,1.1956,13.1708,5.3627,6.1709,478.6337,,,-0.8809,-0.8542,-1.1858,-0.3261,-1.0330,-0.8366,-1.0496,48.2000,2.9300,18049896.0000
Cameroon,2008,0.0758,-0.0080,7.3080,1492.1427,4.9405,5.3378,56.9244,9.2397,16.3716,-1.6293,10.3863,4.4089,6.1003,446.0000,,,-0.9012,-0.8283,-1.1058,-0.5521,-1.0342,-0.8187,-1.0678,50.6000,3.4000,18574056.0000
Cameroon,2009,0.3117,-0.0214,7.3037,1485.8399,4.4057,4.7799,54.8887,9.8811,16.7927,-1.8091,12.0537,4.2838,6.1406,464.3257,,,-0.9127,-0.8276,-1.1000,-0.6157,-1.0524,-0.8176,-1.0632,51.7500,5.5500,19184069.1250
Cameroon,2010,0.5477,-0.0348,7.2994,1479.5371,3.8709,4.2219,52.8530,10.5225,17.2138,-1.9890,13.7211,4.1588,6.1793,482.6514,,,-0.9243,-0.8269,-1.0941,-0.6794,-1.0705,-0.8164,-1.0586,52.9000,7.7000,19794082.2500
Cameroon,2011,0.7836,-0.0482,7.2951,1473.2343,3.3360,3.6640,50.8172,11.1638,17.6350,-2.1688,15.3885,4.0338,6.2166,500.9771,,,-0.9359,-0.8262,-1.0883,-0.7430,-1.0887,-0.8152,-1.0540,54.0500,9.8500,20404095.3750
Cameroon,2012,1.0196,-0.0616,7.2908,1466.9314,2.8012,3.1060,48.7815,11.8052,18.0561,-2.3487,17.0558,3.9088,6.2525,519.3028,,,-0.9475,-0.8255,-1.0825,-0.8067,-1.1068,-0.8140,-1.0494,55.2000,12.0000,21014108.5000
Cameroon,2013,1.2555,-0.0749,7.2865,1460.6286,2.2663,2.5480,46.7458,12.4466,18.4772,-2.5285,18.7232,3.7838,6.2872,537.6285,,,-0.9591,-0.8248,-1.0766,-0.8703,-1.1250,-0.8128,-1.0448,56.3500,14.1500,21624121.6250
Cameroon,2014,1.4915,-0.0883,7.2822,1454.3258,1.7315,1.9901,44.7101,13.0879,18.8984,-2.7084,20.3906,3.6587,6.3207,555.9542,,,-0.9706,-0.8242,-1.0708,-0.9339,-1.1431,-0.8117,-1.0402,57.5000,16.3000,22234134.7500
Cameroon,2015,1.7274,-0.1017,7.2779,1448.0230,1.1966,1.4321,42.6744,13.7293,19.3195,-2.8882,22.0580,3.5337,6.3531,574.2799,,,-0.9822,-0.8235,-1.0649,-0.9976,-1.1613,-0.8105,-1.0356,58.6500,18.4500,22844147.8750
Cameroon,2016,1.9633,-0.1151,7.2736,1441.7202,0.6618,0.8742,40.6386,14.3707,19.7406,-3.0681,23.7254,3.4087,6.3845,592.6056,,,-0.9938,-0.8228,-1.0591,-1.0612,-1.1794,-0.8093,-1.0310,59.8000,20.6000,23454161.0000
Cameroon,2017,2.2562,0.0606,7.3106,1496.0895,1.0251,0.6404,39.1990,14.0633,19.8972,-2.6310,28.3603,4.7260,6.3642,580.6567,,,-1.0212,-0.8613,-1.0513,-1.0915,-1.2252,-0.8465,-1.0518,60.9000,23.2030,24128601.0000
Cameroon,2018,1.9149,0.2701,7.3844,1610.6964,1.8970,1.0689,40.5876,14.6821,21.4018,-3.5273,28.0621,4.4282,6.3198,555.4465,,,-1.0778,-0.8576,-1.1031,-1.4018,-1.1631,-0.8126,-1.1289,62.2000,29.7000,24806383.0000
Cameroon,2019,2.5834,0.3174,7.3494,1555.2266,1.1698,2.4528,43.3785,14.0911,21.4018,-4.2732,33.2998,4.3937,6.3732,585.9110,,,-1.1408,-0.8661,-1.1415,-1.5618,-1.2174,-0.8472,-1.2110,63.2000,36.5392,25506095.0000
Cameroon,2020,1.6560,0.2070,7.3496,1555.6037,0.7056,2.4376,33.7388,14.0911,21.4018,-3.7093,36.8703,5.7883,6.3554,575.5860,,,-1.1313,-0.9314,-1.1677,-1.5137,-1.1395,-0.8302,-1.2054,64.3000,41.2264,26210558.0000
Cameroon,2021,2.1406,0.1218,7.4220,1672.3266,2.9210,2.2719,36.7308,14.0911,21.4018,-3.9867,34.7278,5.2128,6.3181,554.5307,,,-1.1041,-0.9046,-1.1164,-1.3941,-1.1160,-0.9344,-1.1592,65.4000,42.0405,26915758.0000
Cameroon,2022,2.0874,0.0617,7.3808,1604.8773,6.8311,6.2477,41.2866,14.0911,21.4018,-3.3940,34.9722,5.5854,6.4358,623.7597,,,-1.0793,-0.8815,-1.0389,-1.3796,-1.1297,-0.8989,-1.1473,71.0000,41.7750,27632771.0000
Congo Rep.,2000,-3.0404,-8.0734,6.9318,1024.3016,47.0401,-0.8820,123.9099,4.7805,14.5815,20.1289,205.0058,1.3383,6.5656,710.2080,,,-1.1666,-1.1508,-1.3485,-0.9230,-0.9439,-1.2033,-1.4301,29.4000,0.0264,3151345.0000
Congo Rep.,2001,-4.8443,-7.3974,6.7506,854.5983,-13.9252,0.0560,130.7325,4.8974,11.5471,-1.0172,244.7754,0.3875,6.5963,732.3977,,,-1.1721,-1.2080,-1.3197,-1.2551,-0.9765,-1.1019,-1.1716,30.3000,0.0322,3272537.0000
Congo Rep.,2002,6.5946,-4.2327,6.8085,905.5381,-1.7389,4.3788,135.4561,2.8661,12.6620,-1.1408,229.5493,0.1704,6.5421,693.7132,,,-1.1777,-1.2653,-1.2910,-1.5872,-1.0090,-1.0006,-0.9131,31.2000,0.1573,3350771.0000
Congo Rep.,2003,6.2801,-2.9137,6.9244,1016.8236,-4.2515,-0.6318,156.8618,3.6358,12.8882,14.8883,214.3050,0.2051,6.3629,579.8974,,,-1.1186,-1.1899,-1.2680,-1.1702,-1.0901,-1.1662,-0.8272,32.1000,0.4600,3445753.0000
Congo Rep.,2004,1.9016,2.1826,7.1748,1306.1014,16.8072,2.4298,131.3682,2.9326,12.7938,14.5085,215.7696,0.5059,6.2678,527.3380,,,-1.0751,-1.0610,-1.1903,-1.1906,-1.0363,-1.0086,-0.9641,33.0000,1.0775,3565554.0000
Congo Rep.,2005,12.0498,4.3237,7.4950,1799.0516,32.4987,3.0945,119.5529,2.2104,12.0267,10.4641,124.8014,2.0488,6.2677,527.2584,,,-1.2251,-1.2762,-1.4712,-1.1658,-1.0594,-1.2989,-1.0791,33.8000,1.4634,3696393.0000
Congo Rep.,2006,18.4460,1.9038,7.6514,2103.5821,11.3803,6.5378,125.6008,2.0104,14.7090,1.5389,97.7690,3.5724,6.2585,522.4256,,,-1.1532,-1.2437,-1.2663,-0.9234,-1.1083,-1.1689,-1.2084,34.9000,2.0080,3837409.0000
Congo Rep.,2007,16.2166,-0.5160,7.6991,2206.4710,6.7401,2.6546,148.5866,2.1700,17.2005,-24.0002,71.6588,3.2698,6.1709,478.6337,,,-1.1481,-1.3270,-1.2232,-0.7716,-1.1610,-1.1720,-1.2340,35.8000,2.7597,3980430.0000
Congo Rep.,2008,16.7210,-0.7908,7.9488,2832.0918,16.2692,4.9588,133.1085,3.2133,18.5039,7.4617,51.2725,6.2241,6.1003,446.0000,,,-1.1183,-1.2241,-1.1934,-0.7213,-1.1932,-1.2226,-1.1555,36.8000,4.2875,4113517.0000
Congo Rep.,2009,14.6887,0.6777,7.9110,2739.7187,13.7977,4.7377,131.7524,5.0541,19.8648,2.4169,52.7691,5.5853,6.1406,464.3257,,,-1.1119,-1.2128,-1.1880,-0.6966,-1.1975,-1.2206,-1.1562,37.8625,4.7668,4252144.3750
Congo Rep.,2010,12.6565,2.1461,7.8732,2647.3457,11.3263,4.5167,130.3963,6.8949,21.2256,-2.6278,54.2657,4.9465,6.1793,482.6514,,,-1.1055,-1.2015,-1.1825,-0.6719,-1.2018,-1.2186,-1.1570,38.9250,5.2461,4390771.7500
Congo Rep.,2011,10.6242,3.6146,7.8354,2554.9726,8.8548,4.2957,129.0402,8.7357,22.5865,-7.6726,55.7623,4.3078,6.2166,500.9771,,,-1.0991,-1.1902,-1.1770,-0.6471,-1.2060,-1.2166,-1.1577,39.9875,5.7254,4529399.1250
Congo Rep.,2012,8.5920,5.0831,7.7976,2462.5995,6.3834,4.0747,127.6842,10.5764,23.9473,-12.7173,57.2589,3.6690,6.2525,519.3028,,,-1.0927,-1.1789,-1.1715,-0.6224,-1.2103,-1.2146,-1.1585,41.0500,6.2047,4668026.5000
Congo Rep.,2013,6.5597,6.5516,7.7598,2370.2265,3.9119,3.8536,126.3281,12.4172,25.3081,-17.7621,58.7555,3.0302,6.2872,537.6285,,,-1.0863,-1.1677,-1.1660,-0.5977,-1.2146,-1.2126,-1.1593,42.1125,6.6840,4806653.8750
Congo Rep.,2014,4.5275,8.0201,7.7220,2277.8534,1.4404,3.6326,124.9720,14.2580,26.6690,-22.8069,60.2521,2.3915,6.3207,555.9542,,,-1.0799,-1.1564,-1.1605,-0.5729,-1.2188,-1.2106,-1.1600,43.1750,7.1633,4945281.2500
Congo Rep.,2015,2.4952,9.4885,7.6842,2185.4803,-1.0310,3.4116,123.6159,16.0988,28.0298,-27.8516,61.7487,1.7527,6.3531,574.2799,,,-1.0735,-1.1451,-1.1550,-0.5482,-1.2231,-1.2086,-1.1608,44.2375,7.6426,5083908.6250
Congo Rep.,2016,0.4630,10.9570,7.6464,2093.1073,-3.5025,3.1906,122.2598,17.9396,29.3906,-32.8964,63.2452,1.1139,6.3845,592.6056,,,-1.0670,-1.1338,-1.1495,-0.5235,-1.2273,-1.2066,-1.1615,45.3000,8.1220,5222536.0000
Congo Rep.,2017,37.3228,0.3797,7.7015,2211.6331,12.3657,0.4501,94.6171,15.7845,24.5043,-18.0378,71.3078,1.3583,6.3642,580.6567,,,-1.1393,-1.2449,-1.1574,-0.5336,-1.3667,-1.4103,-1.1229,46.2000,8.6500,5351011.0000
Congo Rep.,2018,29.2086,0.0922,7.8989,2694.4341,22.2344,1.1528,100.5832,13.0036,19.2866,-3.1793,50.4895,1.6028,6.3198,555.4465,,,-1.1112,-1.2002,-1.1341,-0.3483,-1.3781,-1.4129,-1.1938,47.0000,14.0402,5483118.0000
Congo Rep.,2019,-10.2148,3.0232,7.8194,2488.4247,-1.3174,2.2061,91.5758,12.6400,22.0324,11.6793,66.8126,1.8472,6.3732,585.9110,,,-1.0913,-1.1317,-1.1102,-0.2993,-1.4361,-1.2922,-1.2784,47.7000,19.4304,5616661.0000
Congo Rep.,2020,-17.2921,-8.5555,7.5977,1993.5867,-13.9996,1.7954,69.3066,15.5564,31.1890,12.5614,72.1018,4.0633,6.3554,575.5860,,,-1.1297,-1.2544,-1.1192,-0.2130,-1.4607,-1.4522,-1.2787,48.7000,24.8206,5752791.0000
Congo Rep.,2021,-2.1598,0.0672,7.8305,2516.1626,23.2907,1.7156,85.5462,13.9026,26.8786,11.5739,61.8650,1.6042,6.3181,554.5307,,,-1.0849,-1.3199,-1.0993,-0.2294,-1.3920,-1.2330,-1.2356,49.7000,33.3461,5892183.0000
Congo Rep.,2022,3.3651,0.1575,7.8712,2620.8380,18.2609,3.0434,98.1613,12.7664,24.3994,11.5739,51.9846,1.6042,6.4358,623.7597,,,-1.0403,-1.3701,-1.0903,0.0390,-1.3598,-1.2614,-1.1992,50.6000,37.4939,6035104.0000
Cote d'Ivoire,2000,1.4158,0.0475,6.8423,936.6365,1.6010,2.5308,54.9640,9.7620,13.9828,0.1651,123.8277,,6.5656,710.2080,5.7640,7.0492,-0.9600,-1.0079,-1.2477,-1.2408,-0.7772,-0.5541,-0.9324,48.7000,0.2315,17699004.0000
Cote d'Ivoire,2001,1.6221,-0.0308,6.8295,924.7273,6.8760,4.3615,53.1141,9.4443,13.9806,0.1651,117.1357,,6.5963,732.3977,5.7640,7.0492,-1.0199,-0.9745,-1.2884,-1.5803,-0.7894,-0.4872,-0.9997,49.7000,0.3957,18178913.0000
Cote d'Ivoire,2002,1.1774,-0.0233,6.8750,967.8159,4.5821,3.0773,55.9019,9.6415,17.8359,0.1651,107.8376,,6.5421,693.7132,5.7640,7.0492,-1.0799,-0.9411,-1.3292,-1.9197,-0.8015,-0.4204,-1.0671,51.4000,0.4979,18654771.0000
Cote d'Ivoire,2003,0.7782,0.1090,7.0132,1111.1714,3.2781,3.2968,53.2601,9.0257,13.1091,0.1651,89.5264,,6.3629,579.8974,5.7640,7.0492,-1.2027,-1.1345,-1.3585,-1.8033,-1.0138,-0.7518,-1.1545,51.5000,0.7587,19125542.0000
Cote d'Ivoire,2004,1.2036,-0.1085,7.0899,1199.8252,-2.5034,1.4580,58.1183,9.4830,14.0168,0.1651,89.1089,,6.2678,527.3380,5.7640,7.0492,-1.3853,-1.2796,-1.4245,-2.1149,-1.2413,-1.0320,-1.2196,52.4000,0.8493,19595000.0000
Cote d'Ivoire,2005,1.4522,0.1540,7.0882,1197.7462,1.2151,3.8858,62.8209,8.8546,13.6877,0.1651,73.0604,,6.2677,527.2584,5.7640,7.0492,-1.4414,-1.3496,-1.5394,-2.2595,-1.2498,-0.9554,-1.2946,58.9000,1.0392,20068458.0000
Cote d'Ivoire,2006,1.3882,0.1258,7.1151,1230.4306,1.3595,2.4672,63.6904,10.1494,14.8636,1.8962,79.7593,,6.2585,522.4256,3.3318,4.7367,-1.3172,-1.1638,-1.4629,-1.8619,-1.2075,-0.9285,-1.2787,60.2000,1.5249,20546802.0000
Cote d'Ivoire,2007,1.5431,0.0572,7.2208,1367.5382,3.0885,1.8920,61.4309,12.1552,18.8465,-0.4841,73.5409,,6.1709,478.6337,1.6133,4.7517,-1.2848,-1.2189,-1.4717,-1.8396,-1.0951,-0.8817,-1.2021,55.3000,1.8000,21030558.0000
Cote d'Ivoire,2008,1.3744,0.0599,7.3677,1583.9707,5.3729,6.3085,61.9406,12.0323,18.4376,1.3304,55.3662,,6.1003,446.0000,-0.3689,4.9842,-1.2852,-1.2527,-1.4382,-1.8041,-1.1191,-0.9297,-1.1676,60.3000,1.9000,21514439.0000
Cote d'Ivoire,2009,1.3518,0.0598,7.3879,1618.7988,4.5538,5.6104,60.1438,12.7370,19.5548,1.0572,51.4705,,6.1406,464.3257,0.4962,5.0230,-1.1995,-1.1882,-1.3413,-1.6922,-1.0486,-0.8664,-1.0604,60.8000,6.8135,22073809.7500
Cote d'Ivoire,2010,1.3293,0.0597,7.4082,1653.6270,3.7347,4.9122,58.3470,13.4416,20.6719,0.7839,47.5748,,6.1793,482.6514,1.3613,5.0619,-1.1138,-1.1236,-1.2444,-1.5804,-0.9782,-0.8030,-0.9532,61.3000,11.7270,22633180.5000
Cote d'Ivoire,2011,1.3067,0.0597,7.4285,1688.4552,2.9156,4.2140,56.5503,14.1462,21.7891,0.5106,43.6791,,6.2166,500.9771,2.2265,5.1007,-1.0281,-1.0591,-1.1475,-1.4685,-0.9077,-0.7397,-0.8460,61.8000,16.6404,23192551.2500
Cote d'Ivoire,2012,1.2841,0.0596,7.4487,1723.2833,2.0966,3.5159,54.7535,14.8509,22.9062,0.2373,39.7834,,6.2525,519.3028,3.0916,5.1396,-0.9424,-0.9946,-1.0506,-1.3567,-0.8373,-0.6763,-0.7389,62.3000,21.5539,23751922.0000
Cote d'Ivoire,2013,1.2615,0.0595,7.4690,1758.1115,1.2775,2.8177,52.9567,15.5555,24.0234,-0.0360,35.8877,,6.2872,537.6285,3.9567,5.1784,-0.8567,-0.9300,-0.9537,-1.2448,-0.7668,-0.6129,-0.6317,62.8000,26.4674,24311292.7500
Cote d'Ivoire,2014,1.2389,0.0594,7.4892,1792.9396,0.4584,2.1195,51.1599,16.2602,25.1405,-0.3092,31.9921,,6.3207,555.9542,4.8219,5.2173,-0.7709,-0.8655,-0.8568,-1.1329,-0.6964,-0.5496,-0.5245,63.3000,31.3808,24870663.5000
Cote d'Ivoire,2015,1.2163,0.0593,7.5095,1827.7678,-0.3607,1.4213,49.3631,16.9648,26.2577,-0.5825,28.0964,,6.3531,574.2799,5.6870,5.2561,-0.6852,-0.8009,-0.7599,-1.0211,-0.6259,-0.4862,-0.4173,63.8000,36.2943,25430034.2500
Cote d'Ivoire,2016,1.1938,0.0592,7.5297,1862.5960,-1.1798,0.7232,47.5663,17.6694,27.3749,-0.8558,24.2007,,6.3845,592.6056,6.5521,5.2950,-0.5995,-0.7364,-0.6630,-0.9092,-0.5555,-0.4228,-0.3101,64.3000,41.2078,25989405.0000
Cote d'Ivoire,2017,1.8567,1.2874,7.5829,1964.2993,-1.0417,0.6859,48.6596,19.2505,28.1221,-1.9978,26.3780,,6.3642,580.6567,6.2467,5.1400,-0.6327,-0.8122,-0.6508,-1.0911,-0.5505,-0.4069,-0.2846,65.6000,43.8399,26733372.0000
Cote d'Ivoire,2018,1.0600,0.2472,7.6643,2130.8662,1.6820,0.4013,46.0400,19.2748,29.9133,-3.9036,28.4635,,6.3198,555.4465,6.2467,5.1400,-0.5298,-0.6475,-0.6027,-0.8980,-0.5262,-0.2547,-0.2495,67.1000,37.5465,27464173.0000
Cote d'Ivoire,2019,1.4058,0.1809,7.6694,2141.7684,1.9834,0.7909,44.6604,19.0477,30.4418,-2.2338,33.7780,,6.3732,585.9110,6.2467,5.1400,-0.5532,-0.5592,-0.6105,-1.0365,-0.5637,-0.3001,-0.2490,68.6000,36.2890,28193009.0000
Cote d'Ivoire,2020,1.1311,0.0021,7.6870,2179.7293,1.8284,2.4125,41.9426,20.5738,35.9518,-3.1324,41.0439,,6.3554,575.5860,6.2467,5.1400,-0.6154,-0.5391,-0.6569,-1.0332,-0.5517,-0.3813,-0.5303,69.9000,36.0166,28915449.0000
Cote d'Ivoire,2021,1.9128,0.3918,7.8063,2455.9813,3.9301,4.1592,45.1140,20.9963,38.3666,-3.9483,42.1962,,6.3181,554.5307,6.2467,5.1400,-0.5060,-0.5370,-0.6610,-0.7150,-0.3952,-0.2688,-0.4589,71.1000,35.9507,29639736.0000
Cote d'Ivoire,2022,2.2547,0.2362,7.7551,2333.3713,3.0000,5.2335,52.8664,20.8539,38.1534,-7.6052,46.0823,,6.4358,623.7597,6.2467,5.1400,-0.3798,-0.3338,-0.4740,-0.5873,-0.3387,-0.1520,-0.3930,72.0000,38.4133,30395002.0000
Egypt,2000,1.2370,0.0511,7.2197,1366.0927,3.9444,2.6838,39.0179,51.9533,76.7419,-0.9726,29.1437,6.9277,1.2447,3.4720,8.9196,13.2158,-0.3109,-0.1748,-0.0516,0.0498,-0.4927,-0.3018,-0.8945,97.7000,0.6413,73083284.0000
Egypt,2001,0.5274,0.0128,7.1664,1295.1374,1.8677,2.2698,39.8104,54.9311,82.3783,-0.4017,28.9820,7.4575,1.3795,3.9730,11.2145,13.2917,-0.3947,-0.3104,-0.0315,-0.1822,-0.4664,-0.3793,-0.9984,97.4000,0.8389,74652029.0000
