country,year,ide_in,ide_out,ln_gdp_pc,gdp_per_cap,inflation,inflation_cpi,trade_openness,dev_fin,broad_money,current_account,external_debt,reserves,ln_xrate,exchange_rate,real_int_rate,lending_rate,governance,gov_effectiveness,rule_of_law,political_stability,control_corruption,reg_quality,voice_accountability,electricity_access,internet_users,population
Egypt,2002,0.7598,0.0326,7.0182,1116.8288,3.1656,2.7372,40.9871,54.6554,87.8365,0.7310,34.8089,8.2503,1.5040,4.4997,10.3000,13.7917,-0.4785,-0.4461,-0.0115,-0.4142,-0.4402,-0.4569,-1.1023,97.5000,2.7200,76239137.0000
Egypt,2003,0.2957,0.0258,6.9386,1031.2756,6.7775,4.5078,46.1796,53.8976,96.6789,4.6623,37.9984,8.5509,1.7666,5.8509,6.3270,13.5333,-0.5370,-0.3898,-0.0024,-0.6409,-0.5307,-0.5748,-1.0832,98.8000,4.0379,77853548.0000
Egypt,2004,1.5908,0.2017,6.8990,991.2557,11.6699,11.2706,57.8199,54.0429,96.6786,4.9779,39.9656,6.6368,1.8239,6.1962,1.5269,13.3750,-0.5314,-0.2787,0.0133,-0.8224,-0.5835,-0.5695,-0.9476,97.8000,11.9200,79477443.0000
Egypt,2005,5.9955,0.1026,7.0081,1105.5392,6.2127,4.8694,62.9526,51.1654,97.1378,2.3453,34.1985,7.3291,1.7542,5.7788,6.5236,13.1417,-0.4978,-0.3991,-0.0012,-0.6294,-0.5395,-0.4530,-0.9648,99.4000,12.7500,81101004.0000
Egypt,2006,9.3486,0.1381,7.1693,1298.9790,7.3600,7.6445,61.5185,49.2910,97.3873,2.4532,28.7415,7.3648,1.7463,5.7332,4.8808,12.6000,-0.6599,-0.4982,-0.2790,-0.8378,-0.7373,-0.4077,-1.1993,99.0000,13.6600,82700403.0000
Egypt,2007,8.8763,0.5097,7.3446,1547.7417,12.5957,9.3190,65.0779,45.5152,96.2064,0.3156,26.2923,6.9506,1.7291,5.6354,-0.0776,12.5083,-0.5660,-0.3747,-0.2462,-0.5524,-0.7379,-0.3171,-1.1677,98.4000,16.0300,84276225.0000
Egypt,2008,5.8314,1.1794,7.5476,1896.2159,12.2040,18.3168,71.6806,42.7975,88.4043,-0.8688,20.6638,5.9706,1.6924,5.4325,0.1079,12.3250,-0.5335,-0.3807,-0.1298,-0.5104,-0.7659,-0.2016,-1.2122,99.8000,18.0100,85864789.0000
Egypt,2009,5.4073,1.0397,7.6158,2068.0175,11.4592,17.7539,66.5014,41.7147,89.6207,-1.5308,20.7178,5.7100,1.7929,6.0066,0.9596,12.4844,-0.5739,-0.4001,-0.1732,-0.6266,-0.7440,-0.2880,-1.2113,99.8250,20.9148,87837264.0000
Egypt,2010,4.9832,0.9001,7.6839,2239.8192,10.7144,17.1910,61.3221,40.6319,90.8372,-2.1928,20.7718,5.4493,1.8841,6.5807,1.8114,12.6437,-0.6143,-0.4196,-0.2167,-0.7428,-0.7222,-0.3744,-1.2104,99.8500,23.8195,89809739.0000
Egypt,2011,4.5591,0.7604,7.7520,2411.6208,9.9696,16.6281,56.1428,39.5490,92.0537,-2.8548,20.8259,5.1887,1.9678,7.1548,2.6632,12.8031,-0.6548,-0.4390,-0.2602,-0.8589,-0.7003,-0.4609,-1.2095,99.8750,26.7243,91782214.0000
Egypt,2012,4.1350,0.6207,7.8202,2583.4224,9.2248,16.0652,50.9636,38.4662,93.2702,-3.5167,20.8799,4.9280,2.0450,7.7290,3.5149,12.9625,-0.6952,-0.4584,-0.3036,-0.9751,-0.6784,-0.5473,-1.2085,99.9000,29.6290,93754689.0000
Egypt,2013,3.7109,0.4811,7.8883,2755.2240,8.4800,15.5023,45.7843,37.3834,94.4867,-4.1787,20.9339,4.6674,2.1166,8.3031,4.3667,13.1219,-0.7357,-0.4779,-0.3471,-1.0912,-0.6565,-0.6337,-1.2076,99.9250,32.5338,95727164.0000
Egypt,2014,3.2868,0.3414,7.9565,2927.0256,7.7352,14.9394,40.6051,36.3005,95.7032,-4.8407,20.9879,4.4067,2.1835,8.8772,5.2185,13.2812,-0.7761,-0.4973,-0.3906,-1.2074,-0.6346,-0.7201,-1.2067,99.9500,35.4386,97699639.0000
Egypt,2015,2.8627,0.2018,8.0246,3098.8272,6.9905,14.3765,35.4258,35.2177,96.9196,-5.5027,21.0420,4.1461,2.2462,9.4513,6.0702,13.4406,-0.8166,-0.5167,-0.4340,-1.3236,-0.6128,-0.8065,-1.2058,99.9750,38.3433,99672114.0000
Egypt,2016,2.4386,0.0621,8.0927,3270.6288,6.2457,13.8136,30.2465,34.1349,98.1361,-6.1647,21.0960,3.8854,2.3051,10.0254,6.9220,13.6000,-0.8570,-0.5362,-0.4775,-1.4397,-0.5909,-0.8929,-1.2048,100.0000,41.2481,101644589.0000
Egypt,2017,2.9830,0.0801,7.7812,2395.1033,29.5185,29.5066,42.8321,27.0698,87.6025,-3.1968,34.6961,5.7231,2.8782,17.7825,-8.7582,18.1750,-0.8282,-0.5306,-0.4480,-1.4296,-0.4960,-0.8132,-1.2514,100.0000,44.9502,103696057.0000
Egypt,2018,3.1004,0.1232,7.8179,2484.7032,21.1748,14.4015,45.9110,24.2953,77.7652,-2.9316,38.8036,5.8573,2.8774,17.7673,-2.3587,18.3167,-0.7645,-0.4540,-0.3014,-1.1881,-0.5147,-0.8043,-1.3245,100.0000,46.9243,105682094.0000
Egypt,2019,2.8273,0.1271,7.9940,2962.9889,13.6181,9.1528,41.1240,22.8487,73.4545,-3.2076,37.3486,5.8392,2.8196,16.7706,2.1991,16.1167,-0.7610,-0.2514,-0.3321,-1.1246,-0.6553,-0.7586,-1.4439,100.0000,57.2829,107553158.0000
Egypt,2020,1.5246,0.0851,8.1637,3511.1138,6.1769,5.0449,32.1263,25.7895,79.9747,-3.7090,35.5843,5.5647,2.7574,15.7592,4.8878,11.3667,-0.8015,-0.4462,-0.3175,-1.1819,-0.8104,-0.5710,-1.4819,100.0000,71.9142,109315124.0000
Egypt,2021,1.2062,0.0864,8.2499,3827.3542,4.8472,5.2140,29.8570,28.2308,87.3865,-4.3824,35.4131,4.3823,2.7501,15.6445,4.3662,9.4250,-0.7470,-0.4577,-0.2606,-1.0329,-0.7059,-0.5199,-1.5051,100.0000,72.0560,110957008.0000
Egypt,2022,2.3912,0.0717,8.3507,4233.3078,10.4258,13.8957,36.9831,30.8470,94.3926,-2.2101,35.3833,3.3274,2.9528,19.1604,0.1427,10.5833,-0.7560,-0.4482,-0.2656,-0.9787,-0.6790,-0.7139,-1.4504,100.0000,72.1981,112618250.0000
Ethiopia,2000,1.6335,,4.8062,122.2692,6.8000,0.6625,34.8990,17.6239,34.5855,0.1633,67.4177,2.6005,2.1062,8.2173,3.8311,10.8917,-1.0652,-1.2065,-0.9837,-0.9460,-0.9068,-1.3162,-1.0317,12.7000,0.0153,67411494.0000
Ethiopia,2001,4.2448,,4.7746,118.4572,-5.7553,-8.2378,34.8990,17.7785,37.1633,-4.5362,70.2420,2.6775,2.1351,8.4575,17.6355,10.8652,-1.0664,-1.1254,-0.9715,-1.0859,-0.8123,-1.2745,-1.1289,10.2000,0.0372,69487762.0000
Ethiopia,2002,3.2481,,4.6968,109.5938,-3.6214,0.6751,34.8990,17.9781,44.0368,-1.7405,84.0357,5.5978,2.1480,8.5678,12.7439,8.6610,-1.0677,-1.0444,-0.9593,-1.2258,-0.7179,-1.2328,-1.2261,11.9000,0.0724,71635517.0000
Ethiopia,2003,5.3921,,4.7605,116.8005,12.7680,13.6740,34.8990,17.5006,44.8779,-1.5815,85.0920,4.3326,2.1517,8.5997,-5.1149,7.0000,-1.0603,-1.0702,-0.8343,-1.4096,-0.7774,-1.1558,-1.1147,13.5000,0.1058,73832663.0000
Ethiopia,2004,5.3804,,4.8916,133.1698,3.9114,3.3274,34.8990,16.5292,45.3531,-6.5919,65.2404,4.7428,2.1559,8.6356,2.9724,7.0000,-1.0025,-0.8787,-0.8934,-1.3125,-0.7575,-0.9916,-1.1810,15.2000,0.1553,76077206.0000
Ethiopia,2005,2.1378,,5.0641,158.2435,9.8755,9.9700,34.8990,18.8658,43.7770,-12.6420,49.9444,2.5312,2.1595,8.6664,-2.6171,7.0000,-1.1123,-0.9177,-0.9389,-1.6904,-0.7725,-1.1157,-1.2388,14.0000,0.2197,78367470.0000
Ethiopia,2006,3.5682,,5.2436,189.3457,11.5523,12.2995,34.8990,20.4493,42.4864,-11.6872,14.5711,1.9589,2.1632,8.6986,-4.0809,7.0000,-0.9951,-0.6906,-0.6675,-1.7401,-0.6501,-1.0283,-1.1937,18.6000,0.3106,80703490.0000
Ethiopia,2007,1.1265,,5.4687,237.1463,17.2206,17.2404,34.8990,18.5251,39.7428,-4.2014,13.1459,2.2298,2.1934,8.9659,-8.2926,7.5000,-0.9594,-0.4717,-0.6595,-1.8064,-0.6322,-0.9827,-1.2037,20.3000,0.3700,83103217.0000
Ethiopia,2008,0.4010,,5.7570,316.4105,30.3117,44.3567,34.8990,17.7101,33.9671,-6.6714,10.5130,1.0843,2.2617,9.5997,-17.1218,8.0000,-0.9603,-0.4502,-0.7067,-1.7321,-0.6664,-0.8991,-1.3072,22.0000,0.4500,85543668.0000
Ethiopia,2009,1.1071,,5.8454,357.0656,27.8225,39.6406,34.8990,17.7101,33.9671,-7.2806,13.1481,1.1714,2.4084,11.1162,-17.1218,8.0000,-0.9610,-0.4832,-0.6818,-1.7178,-0.6384,-0.9254,-1.3191,24.6125,2.3146,88190479.7500
Ethiopia,2010,1.8133,,5.9338,397.7207,25.3332,34.9245,34.8990,17.7101,33.9671,-7.8898,15.7833,1.2585,2.5363,12.6327,-17.1218,8.0000,-0.9616,-0.5162,-0.6570,-1.7034,-0.6103,-0.9518,-1.3310,27.2250,4.1792,90837291.5000
Ethiopia,2011,2.5195,,6.0222,438.3759,22.8440,30.2085,34.8990,17.7101,33.9671,-8.4990,18.4184,1.3456,2.6497,14.1492,-17.1218,8.0000,-0.9623,-0.5492,-0.6321,-1.6890,-0.5823,-0.9781,-1.3429,29.8375,6.0438,93484103.2500
Ethiopia,2012,3.2256,,6.1105,479.0310,20.3548,25.4924,34.8990,17.7101,33.9671,-9.1082,21.0535,1.4327,2.7515,15.6656,-17.1218,8.0000,-0.9629,-0.5823,-0.6073,-1.6747,-0.5542,-1.0044,-1.3548,32.4500,7.9085,96130915.0000
Ethiopia,2013,3.9318,,6.1989,519.6861,17.8656,20.7763,34.8990,17.7101,33.9671,-9.7173,23.6887,1.5197,2.8439,17.1821,-17.1218,8.0000,-0.9636,-0.6153,-0.5824,-1.6603,-0.5262,-1.0307,-1.3667,35.0625,9.7731,98777726.7500
Ethiopia,2014,4.6379,,6.2873,560.3413,15.3764,16.0603,34.8990,17.7101,33.9671,-10.3265,26.3238,1.6068,2.9284,18.6986,-17.1218,8.0000,-0.9643,-0.6483,-0.5575,-1.6460,-0.4982,-1.0570,-1.3786,37.6750,11.6377,101424538.5000
Ethiopia,2015,5.3441,,6.3757,600.9964,12.8872,11.3442,34.8990,17.7101,33.9671,-10.9357,28.9590,1.6939,3.0064,20.2151,-17.1218,8.0000,-0.9649,-0.6813,-0.5327,-1.6316,-0.4701,-1.0833,-1.3905,40.2875,13.5023,104071350.2500
Ethiopia,2016,6.0502,,6.4640,641.6515,10.3980,6.6281,34.8990,17.7101,33.9671,-11.5449,31.5941,1.7810,3.0788,21.7315,-17.1218,8.0000,-0.9656,-0.7143,-0.5078,-1.6172,-0.4421,-1.1096,-1.4024,42.9000,15.3669,106718162.0000
Ethiopia,2017,5.2604,,6.5459,696.3484,6.6768,10.6871,31.1036,17.7101,33.9671,-7.7634,32.1960,1.8448,3.1725,23.8661,-17.1218,8.0000,-0.9918,-0.7593,-0.4698,-1.6772,-0.5823,-1.0298,-1.4326,44.3000,15.6000,109666481.0000
Ethiopia,2018,4.0323,,6.6062,739.7020,12.3823,13.8330,31.1994,17.7101,33.9671,-5.5332,35.5726,2.3537,3.3116,27.4294,-17.1218,8.0000,-0.8397,-0.6669,-0.4447,-1.2746,-0.5053,-0.9847,-1.1619,44.8000,15.9000,112664152.0000
Ethiopia,2019,2.7754,,6.6764,793.4732,12.8604,15.8096,28.8153,17.7101,33.9671,-5.4719,31.8678,1.8053,3.3697,29.0697,-17.1218,8.0000,-0.8091,-0.6614,-0.4820,-1.3038,-0.4345,-0.9106,-1.0625,48.0000,16.0000,115737383.0000
Ethiopia,2020,2.4279,,6.7212,829.7910,18.2546,20.3563,24.0061,17.7101,33.9671,-2.7553,30.2340,2.0486,3.5533,34.9272,-17.1218,8.0000,-0.8580,-0.5896,-0.4029,-1.7537,-0.3897,-0.9755,-1.0364,51.1000,16.0696,118917671.0000
Ethiopia,2021,3.9052,,6.7946,893.0098,21.7633,26.8395,24.3451,17.7101,33.9671,-4.1324,28.9102,0.9215,3.7781,43.7338,-17.1218,8.0000,-0.9821,-0.6504,-0.6233,-2.1838,-0.4220,-0.9420,-1.0711,54.2000,16.6981,122138588.0000
Ethiopia,2022,2.9803,,6.8897,982.1032,34.6666,33.8899,26.5955,17.7101,33.9671,-4.1907,24.2639,0.5786,3.9465,51.7562,-17.1218,8.0000,-0.9881,-0.7918,-0.6359,-2.0706,-0.4333,-0.9484,-1.0484,55.4000,16.6981,125384287.0000
Gabon,2000,5.4731,6.8107,8.2898,3982.9062,28.0893,0.5049,101.7019,8.6966,14.6141,19.7028,91.4061,0.9379,6.5656,710.2080,,,-0.1702,-0.4849,-0.1827,0.6402,-0.5924,0.0692,-0.4707,73.6000,1.2161,1275572.0000
Gabon,2001,-2.0030,-0.1547,8.2521,3835.7572,-0.1687,2.1376,83.6386,12.5213,14.9309,10.2999,78.4612,0.0727,6.5963,732.3977,,,-0.1890,-0.3837,-0.2159,0.5252,-0.5564,-0.0046,-0.4988,77.2000,1.3476,1309589.0000
Gabon,2002,0.0218,-1.1401,8.2856,3966.4800,0.8558,0.0367,84.7591,12.3110,15.5401,6.3356,72.4498,0.7923,6.5421,693.7132,,,-0.2078,-0.2826,-0.2490,0.4102,-0.5204,-0.0784,-0.5269,77.8000,1.9395,1345135.0000
Gabon,2003,1.5305,-1.2163,8.4576,4710.7486,-0.2171,2.2354,80.3026,11.5183,14.9614,11.7615,65.6666,0.9907,6.3629,579.8974,,,-0.3012,-0.4254,-0.4060,0.2990,-0.5538,-0.0580,-0.6628,78.5000,2.6596,1382350.0000
Gabon,2004,4.0407,-0.3901,8.6063,5465.7919,7.7653,0.4082,81.7675,9.2709,15.1276,11.8977,62.5131,1.7224,6.2678,527.3380,,,-0.4936,-0.8493,-0.4835,0.4082,-0.8267,-0.4302,-0.7801,79.2000,2.9791,1421609.0000
Gabon,2005,3.4036,1.6617,8.7869,6547.8761,20.0945,3.7083,83.9496,8.4636,16.2764,20.6931,46.1739,2.3921,6.2677,527.2584,,,-0.4091,-0.8363,-0.3967,0.3256,-0.6601,-0.0601,-0.8270,81.6000,4.8933,1463495.0000
Gabon,2006,2.5931,0.0134,8.8316,6847.0099,9.8681,-1.4094,88.6494,9.5530,17.4254,21.3785,48.7091,2.9998,6.2585,522.4256,,,-0.6175,-0.8358,-0.7545,0.2200,-1.0831,-0.3011,-0.9502,80.5000,5.4892,1508337.0000
Gabon,2007,5.2572,0.4725,8.9876,8003.5429,4.2314,5.0303,85.1325,9.9522,16.9536,22.0639,48.2969,3.6076,6.1709,478.6337,,,-0.6087,-0.8336,-0.7064,0.3028,-1.1663,-0.3825,-0.8665,81.3000,5.7670,1556237.0000
Gabon,2008,4.4538,-0.8227,9.1787,9688.6452,20.4790,5.2643,88.9989,8.6612,16.1295,24.5940,18.5507,4.5438,6.1003,446.0000,,,-0.6391,-0.9007,-0.6244,0.2619,-1.1657,-0.5607,-0.8452,82.0000,7.5000,1607175.0000
Gabon,2009,5.0056,-0.6794,9.1322,9312.1983,17.3854,4.8696,86.6407,9.3071,17.1702,24.5940,21.4376,4.5438,6.1406,464.3257,,,-0.6426,-0.8922,-0.6229,0.2154,-1.1148,-0.5803,-0.8606,82.7625,12.5690,1668816.3750
Gabon,2010,5.5574,-0.5362,9.0856,8935.7514,14.2918,4.4749,84.2825,9.9531,18.2108,24.5940,24.3244,4.5438,6.1793,482.6514,,,-0.6460,-0.8837,-0.6213,0.1689,-1.0639,-0.5999,-0.8760,83.5250,17.6381,1730457.7500
Gabon,2011,6.1092,-0.3930,9.0391,8559.3045,11.1982,4.0802,81.9243,10.5991,19.2515,24.5940,27.2112,4.5438,6.2166,500.9771,,,-0.6494,-0.8752,-0.6197,0.1224,-1.0131,-0.6195,-0.8914,84.2875,22.7071,1792099.1250
Gabon,2012,6.6610,-0.2498,8.9926,8182.8576,8.1046,3.6855,79.5661,11.2451,20.2921,24.5940,30.0981,4.5438,6.2525,519.3028,,,-0.6528,-0.8667,-0.6181,0.0759,-0.9622,-0.6392,-0.9067,85.0500,27.7762,1853740.5000
Gabon,2013,7.2128,-0.1066,8.9460,7806.4107,5.0110,3.2908,77.2079,11.8911,21.3328,24.5940,32.9849,4.5438,6.2872,537.6285,,,-0.6563,-0.8582,-0.6165,0.0294,-0.9113,-0.6588,-0.9221,85.8125,32.8452,1915381.8750
Gabon,2014,7.7646,0.0366,8.8995,7429.9638,1.9174,2.8961,74.8498,12.5370,22.3734,24.5940,35.8717,4.5438,6.3207,555.9542,,,-0.6597,-0.8497,-0.6149,-0.0171,-0.8605,-0.6784,-0.9375,86.5750,37.9142,1977023.2500
Gabon,2015,8.3164,0.1798,8.8530,7053.5169,-1.1762,2.5014,72.4916,13.1830,23.4141,24.5940,38.7585,4.5438,6.3531,574.2799,,,-0.6631,-0.8412,-0.6134,-0.0636,-0.8096,-0.6980,-0.9529,87.3375,42.9833,2038664.6250
Gabon,2016,8.8682,0.3230,8.8064,6677.0700,-4.2698,2.1067,70.1334,13.8290,24.4547,24.5940,41.6454,4.5438,6.3845,592.6056,,,-0.6665,-0.8327,-0.6118,-0.1101,-0.7588,-0.7176,-0.9683,88.1000,48.0523,2100306.0000
Gabon,2017,8.8016,-0.5607,8.8424,6921.7337,3.8203,2.6519,75.0687,10.2904,19.3624,24.5940,47.0383,4.5438,6.3642,580.6567,,,-0.7416,-1.0043,-0.7235,-0.1059,-0.8419,-0.7140,-1.0601,86.3000,51.6049,2156900.0000
Gabon,2018,8.1760,-0.3731,8.9391,7624.2775,7.1767,4.7491,77.0366,13.0827,23.8697,24.5940,43.7707,4.5438,6.3198,555.4465,,,-0.7524,-0.8266,-0.7198,-0.2573,-0.8592,-0.8899,-0.9614,89.6000,55.4202,2212318.0000
Gabon,2019,9.2041,-0.2002,8.9148,7441.1786,1.5475,2.4646,73.4281,13.3765,22.9276,24.5940,47.0071,4.5438,6.3732,585.9110,,,-0.7793,-0.9575,-0.7562,-0.0751,-0.8870,-0.9584,-1.0416,90.3000,59.5176,2267706.0000
Gabon,2020,11.1881,-0.2002,8.7957,6605.8035,-9.0099,1.3528,70.1141,13.3765,22.9276,24.5940,53.2974,4.5438,6.3554,575.5860,,,-0.7472,-0.9915,-0.6799,-0.0658,-0.8869,-0.8818,-0.9771,91.1000,63.9179,2322539.0000
Gabon,2021,7.8644,-0.2002,9.0096,8181.4091,20.3384,1.0869,85.3483,13.3765,22.9276,24.5940,45.9390,4.5438,6.3181,554.5307,,,-0.6968,-0.8164,-0.7082,-0.0757,-0.8680,-0.8211,-0.8915,91.8000,68.6436,2376722.0000
Gabon,2022,5.4039,-0.2002,9.0371,8409.2074,14.7583,4.2312,92.0631,13.3765,22.9276,24.5940,41.9837,4.5438,6.4358,623.7597,,,-0.6790,-0.6854,-0.8238,0.0604,-1.0430,-0.7023,-0.8802,93.5000,70.7069,2430747.0000
Ghana,2000,3.3294,0.1798,5.5363,253.7469,27.2301,40.2409,116.0484,13.9715,28.1662,-7.7550,139.4436,1.0672,-0.6071,0.5449,,,-0.0457,0.0335,0.0787,-0.3594,-0.0960,-0.0018,0.0706,43.7000,0.1536,19637087.0000
Ghana,2001,1.6806,0.1798,5.5742,263.5422,34.8179,41.5095,110.0459,11.8844,31.4453,-8.0429,131.7701,1.2197,-0.3336,0.7163,,,-0.1102,-0.0275,0.0510,-0.2597,-0.2194,-0.2550,0.0495,44.8000,0.2000,20167069.0000
Ghana,2002,0.9557,-0.0331,5.6953,297.4616,22.8186,9.3609,97.4892,12.1495,34.1082,-1.7067,126.5628,2.1703,-0.2327,0.7924,,,-0.1746,-0.0886,0.0232,-0.1599,-0.3428,-0.5082,0.0284,46.8000,0.8303,20729388.0000
Ghana,2003,1.7916,0.1408,5.8816,358.3993,28.7044,29.7730,97.2871,12.4930,31.0459,1.3322,111.1581,4.0487,-0.1430,0.8668,,,-0.0957,-0.2907,0.0079,0.0292,-0.3114,-0.2809,0.2718,48.3000,1.1931,21296705.0000
Ghana,2004,1.5681,-0.0110,6.0067,406.1321,14.3502,18.0427,99.6703,13.1725,32.7226,-6.6452,83.4220,3.7351,-0.1059,0.8995,,,-0.1631,-0.3512,-0.1263,0.0408,-0.2795,-0.3803,0.1177,50.8000,1.7168,21868298.0000
Ghana,2005,1.3492,-0.0013,6.1709,478.6119,14.9637,15.4390,98.1715,15.5441,32.1100,-10.2806,76.2430,3.3229,-0.0996,0.9052,,,-0.0885,-0.2113,-0.1345,0.1697,-0.3687,-0.1834,0.1975,41.3000,1.8312,22449438.0000
Ghana,2006,3.0453,0.0084,6.8095,906.4410,84.6835,11.6792,64.5191,10.8576,22.7693,-5.0566,29.8321,3.2081,-0.0887,0.9151,,,0.0627,0.0276,0.0565,0.0064,-0.0142,-0.1077,0.4076,55.1000,2.7232,23040702.0000
Ghana,2007,5.5712,0.0181,6.9567,1050.1246,16.1042,10.7343,65.3543,14.4884,25.7168,-9.5813,33.6670,2.5328,-0.0698,0.9326,,,0.0793,0.0863,0.0392,-0.0731,0.0381,-0.1120,0.4973,56.9000,3.8500,23642279.0000
Ghana,2008,9.4664,0.0278,7.0755,1182.6576,19.4103,16.4946,69.5142,12.6135,27.4615,-11.6022,35.2167,1.9039,0.0510,1.0523,,,0.0201,-0.0305,-0.0624,-0.0295,-0.0775,-0.1113,0.4319,60.5000,4.2700,24249946.0000
Ghana,2009,9.0591,0.0276,7.1356,1273.8854,18.9526,16.6146,69.3096,13.2163,27.3139,-10.7824,38.8930,2.0660,0.3432,1.4095,,,0.0124,-0.0585,-0.0504,-0.0432,-0.0897,-0.1349,0.4508,62.8500,7.2363,24888295.5000
Ghana,2010,8.6518,0.0273,7.1957,1365.1132,18.4949,16.7346,69.1049,13.8190,27.1663,-9.9627,42.5693,2.2281,0.5691,1.7667,,,0.0046,-0.0864,-0.0385,-0.0569,-0.1020,-0.1584,0.4697,65.2000,10.2025,25526645.0000
Ghana,2011,8.2445,0.0271,7.2558,1456.3410,18.0372,16.8546,68.9003,14.4218,27.0187,-9.1429,46.2456,2.3902,0.7532,2.1239,,,-0.0032,-0.1143,-0.0265,-0.0705,-0.1142,-0.1819,0.4886,67.5500,13.1687,26164994.5000
Ghana,2012,7.8371,0.0269,7.3158,1547.5688,17.5794,16.9746,68.6956,15.0246,26.8711,-8.3232,49.9219,2.5522,0.9087,2.4810,,,-0.0109,-0.1423,-0.0146,-0.0842,-0.1265,-0.2055,0.5075,69.9000,16.1350,26803344.0000
Ghana,2013,7.4298,0.0267,7.3759,1638.7966,17.1217,17.0946,68.4910,15.6273,26.7235,-7.5035,53.5982,2.7143,1.0432,2.8382,,,-0.0187,-0.1702,-0.0026,-0.0979,-0.1388,-0.2290,0.5264,72.2500,19.1013,27441693.5000
Ghana,2014,7.0225,0.0265,7.4360,1730.0243,16.6640,17.2146,68.2863,16.2301,26.5759,-6.6837,57.2745,2.8764,1.1617,3.1954,,,-0.0264,-0.1982,0.0093,-0.1116,-0.1510,-0.2525,0.5453,74.6000,22.0675,28080043.0000
Ghana,2015,6.6152,0.0263,7.4961,1821.2521,16.2063,17.3346,68.0817,16.8329,26.4284,-5.8640,60.9508,3.0385,1.2677,3.5526,,,-0.0342,-0.2261,0.0213,-0.1252,-0.1633,-0.2761,0.5642,76.9500,25.0338,28718392.5000
Ghana,2016,6.2078,0.0261,7.5562,1912.4799,15.7486,17.4546,67.8770,17.4356,26.2808,-5.0442,64.6271,3.2005,1.3635,3.9098,,,-0.0420,-0.2541,0.0332,-0.1389,-0.1755,-0.2996,0.5832,79.3000,28.0000,29356742.0000
Ghana,2017,5.3904,0.0263,7.6070,2012.2866,10.6773,12.3719,70.5484,16.0995,25.4883,-3.3164,58.7440,3.3441,1.4703,4.3505,,,0.0258,-0.1871,0.1055,0.0820,-0.2534,-0.1887,0.5962,79.0000,37.8842,30008354.0000
Ghana,2018,4.4440,0.1202,7.6941,2195.3217,10.5685,7.8088,67.9585,13.7141,25.1274,-3.0399,54.6464,2.7230,1.5229,4.5853,,,-0.0047,-0.3199,0.0511,-0.0366,-0.1384,-0.1419,0.5578,80.4000,43.0000,30637585.0000
Ghana,2019,5.6762,0.8599,7.6901,2186.6582,8.4811,7.1436,76.8248,13.9372,26.3917,-2.7270,49.8695,2.8956,1.6520,5.2174,,,0.0163,-0.2900,0.0127,0.1185,-0.1087,-0.1855,0.5504,83.5000,22.0732,31258945.0000
Ghana,2020,2.6794,0.7748,7.6941,2195.4548,9.3656,9.8873,66.5755,13.0585,30.8173,-3.0482,56.9615,3.2985,1.7220,5.5957,,,0.0310,-0.1970,-0.0821,0.1699,-0.1272,-0.1306,0.5529,85.4000,62.5176,31887809.0000
Ghana,2021,3.1863,0.1505,7.8019,2445.1866,12.1061,9.9711,62.7078,13.0544,31.7346,-2.8206,60.4376,3.9199,1.7588,5.8057,,,-0.0153,-0.1765,-0.1077,0.0659,-0.1280,-0.2152,0.4695,86.3000,68.6000,32518665.0000
Ghana,2022,1.9324,-0.0597,7.7097,2229.8912,28.1839,31.2559,70.1155,13.2885,31.4880,-2.3313,60.0227,1.9672,2.1129,8.2724,,,-0.0373,-0.1064,-0.0795,-0.1950,-0.0644,-0.1788,0.4002,85.1000,69.3607,33149152.0000
Kenya,2000,0.8729,0.0001,6.0274,414.6264,6.0798,9.9800,53.3090,25.7584,35.1647,-1.5694,48.8817,2.7341,4.3330,76.1755,15.3274,22.3392,-0.8266,-0.6201,-0.9219,-1.0684,-1.1444,-0.3945,-0.8106,15.2000,0.3181,30642890.0000
Kenya,2001,0.0408,0.0001,6.0179,410.7005,1.5731,5.7386,55.9468,25.2227,35.2407,-2.4663,42.8031,3.0312,4.3639,78.5632,17.8125,19.6658,-0.8109,-0.6883,-0.9444,-1.1282,-1.0741,-0.2857,-0.7450,17.0000,0.6198,31619170.0000
Kenya,2002,0.2101,0.0564,5.9988,402.9364,0.9332,1.9613,55.1727,25.8546,38.1589,-0.8950,46.7972,3.1681,4.3663,78.7491,17.3581,18.4533,-0.7952,-0.7565,-0.9669,-1.1880,-1.0038,-0.1769,-0.6794,18.9000,1.2078,32629808.0000
Kenya,2003,0.5484,0.0139,6.0933,442.8985,6.1973,9.8157,54.1323,25.1557,39.0232,0.8885,45.5617,4.0353,4.3299,75.9356,9.7705,16.5733,-0.7405,-0.7059,-0.9234,-1.2639,-0.9646,-0.3284,-0.2571,16.0000,2.9419,33652223.0000
Kenya,2004,0.2862,0.0274,6.1392,463.6628,7.1268,11.6240,59.4770,27.2875,39.3270,-0.8187,43.3540,3.3388,4.3716,79.1739,5.0453,12.5317,-0.6670,-0.6661,-0.8642,-1.0874,-0.8979,-0.2749,-0.2116,22.6000,3.0235,34713455.0000
Kenya,2005,0.1132,0.0517,6.2605,523.4563,4.8996,10.3128,64.4789,26.2769,38.9067,-1.3466,34.7059,3.1196,4.3248,75.5541,7.6100,12.8825,-0.7310,-0.7091,-0.8809,-1.2505,-1.0125,-0.2882,-0.2448,24.5000,3.1019,35796484.0000
